brand,color,type,cost,marked_price
Prada,Red,Dress,119.19594781459939,146.82266103209784
Armani,Purple,Jacket,85.53751635574054,113.59144683049571
Versace,Red,Gloves,35.60397399139226,134.27017456562587
Puma,Purple,Jacket,95.47928571304898,183.97986767727457
Levis,Pink,Slippers,130.11706444823878,171.2761213815886
Hermes,Red,Scarf,21.315745334976825,129.96445804266784
Levis,Orange,Bra,29.1896850571758,68.37260059742722
Puma,White,Jewelry,118.13271132899072,178.18131604369086
Louis Vuitton,Orange,Sandals,108.47650613922931,191.43618120689558
Adidas,Green,Skirt,10.41940378651329,148.19208179088594
Nike,Purple,Jewelry,145.30422314953103,181.47591782185663
Levis,White,Socks,28.430240855775914,199.81926605363134
Puma,Blue,Underwear,30.514835944969384,54.26697182475017
Ralph Lauren,Purple,Socks,41.4512337456438,83.47421944934331
Nike,Green,Polo Shirt,34.46649777295887,66.85543264287625
Levis,Blue,Scarf,33.26370395658418,130.46620204533448
Ralph Lauren,Black,Boots,108.10298064479002,158.60669178241852
Gucci,Orange,Sandals,129.9248240797876,196.57613397532793
Louis Vuitton,Purple,Socks,40.654660777758934,180.16136551904998
Puma,Blue,Slippers,125.43145981780098,177.01741812258211
Under Armour,Purple,Jacket,85.53469640806193,173.92129102562495
Nike,Black,Bra,20.87228546512081,78.22767530897286
Levis,Red,T-Shirt,40.261627338556984,192.7004082537712
Adidas,White,Sandals,137.7930349155929,195.5489554753119
Zara,Green,Shoes,142.8904054340183,174.7278678975432
Chanel,White,Shorts,26.27519228840085,196.76113574291355
Louis Vuitton,Green,Skirt,41.11173635780675,183.43774621759434
Armani,Yellow,Scarf,47.25983210581008,133.79622402907694
Hermes,Purple,Gloves,18.855531819573255,195.07446140464742
Lacoste,Red,Gloves,15.196205077170003,91.21215550656245
Zara,Pink,Sweater,65.94482087904152,183.63834877318993
Chanel,White,Shorts,26.616623928800294,43.80560422956289
H&M,Purple,Underwear,18.397422949612597,163.99552221103468
Hermes,Pink,Hat,35.94593857760002,135.35938974060582
Ralph Lauren,Purple,Socks,22.561294050020866,158.9546451408937
Lacoste,White,Bra,34.52760508837049,116.41059176941849
Gucci,Green,Underwear,12.584969801901167,89.40000759547827
Tommy Hilfiger,Red,Sandals,133.81081355587645,187.04757509168198
Tommy Hilfiger,Pink,T-Shirt,14.355866286590961,20.113825200727483
Versace,Green,Boots,141.015882088434,196.73923820100717
Hermes,Black,Hat,49.4624883056749,114.37105993507906
Hermes,Blue,T-Shirt,20.197860345678645,107.35668201977123
Zara,Yellow,Hat,35.34101055687328,78.1300753026068
