brand,color,type,cost,marked_price
Gucci,Orange,Skirt,48.20477693861199,143.4557087058218
Prada,White,Shorts,45.89903425452826,69.50362853774429
Louis Vuitton,White,Jewelry,132.12823958339615,165.02636988286
Armani,Green,T-Shirt,13.901551137790968,114.689320709239
Chanel,Orange,Boots,148.8616352683289,184.46616827646145
Chanel,Yellow,Hat,42.01845303956762,172.39600101151092
Hermes,Purple,Scarf,13.821036222263277,177.18713685500606
Versace,Black,Gloves,30.842162766182764,83.87977310199025
Reebok,Blue,Gloves,26.332038003062443,60.294726569592136
Lacoste,Green,Slippers,118.71816165804483,186.37741496988386
Levis,Blue,Hat,14.815554802924904,138.50197650359416
Prada,Purple,T-Shirt,26.348841639322494,34.96160864733481
Tommy Hilfiger,White,Jeans,26.207714383056185,96.75042405313941
Tommy Hilfiger,Brown,Jacket,83.54675944037004,140.87170736934428
Versace,Orange,Shoes,139.4868006436256,187.9988780266098
Hermes,Black,Shorts,15.917372834712575,114.60068697829574
Nike,White,Jeans,56.14006002974181,122.23276841411784
H&M,Black,Shoes,106.78714389883135,145.3439921009567
Gucci,Purple,Underwear,43.93575006768897,189.28622960122584
Gucci,Purple,Bra,49.14320130481413,149.88224638998227
Zara,Purple,Slippers,126.82778335227792,163.75425422253164
Chanel,Blue,Underwear,41.946769985269825,77.56141483116704
Reebok,Pink,Bra,23.016102451873692,138.24849178302867
Levis,Purple,Jewelry,138.1808331270725,185.06535674098419
Prada,Brown,Underwear,11.602300766924586,33.61873695384296
Prada,Brown,Boots,147.92486518959026,182.2901875703938
Prada,Brown,Jewelry,140.21752522534206,194.3832726629097
Hermes,Yellow,Shoes,143.65283331512674,174.593856062738
Ralph Lauren,Green,Hat,20.650263814774124,191.0579503889233
Nike,Orange,Gloves,25.883067266639213,193.88311467283552
Louis Vuitton,Black,Sweater,37.747910524702206,50.21930996806626
Adidas,Green,Shorts,45.18696798767666,69.29622154686425
Chanel,Blue,Dress,109.28295697340275,151.58161558293492
Armani,White,Jacket,57.79667024036416,90.31039662654223
Reebok,Black,Shoes,136.53835055275823,172.96497570482614
Lacoste,Purple,Hoodie,53.66446326384248,66.67586800578967
Levis,Purple,Jewelry,142.72366755591648,191.75054882782925
Levis,Red,Boots,136.34830733549109,189.87942572712254
Nike,Red,Polo Shirt,49.29475259718632,61.78279843191695
Nike,Black,T-Shirt,19.824785137891382,143.10916022723896
Hermes,Green,Polo Shirt,25.800221330646565,193.98371561134314
Gucci,Brown,Boots,111.12183824180136,149.16367218992144
Puma,White,Bra,22.44585991717888,177.08178983419307
Gucci,Orange,Skirt,18.960955990539095,40.57557762335638
Adidas,Pink,Dress,147.58993770514667,183.53792870254904
H&M,Red,Boots,144.0291073999737,176.08748470586949
Levis,Black,Bra,23.137029476124106,114.42831740822434
Under Armour,Black,Jeans,62.36705981185753,194.8496736719734
Reebok,Yellow,Sweater,70.44601666983951,159.16412467660064
Tommy Hilfiger,Black,Boots,129.80165904758937,166.37733841080455
Calvin Klein,Purple,Scarf,24.59859577074547,30.630110037751383
Hermes,Yellow,Sandals,147.03705605840963,196.60489191571995
Gucci,Green,Hat,11.37360631533545,93.1934031869914
Versace,Orange,Slippers,138.51872781807913,191.17811608594988
Adidas,Purple,Bra,43.45977528844473,69.14498372667015
Chanel,Green,Boots,123.72181890289207,166.86744071959606
Louis Vuitton,Pink,T-Shirt,29.23292561699933,138.65676821689695
Zara,Red,Bra,45.508808854958815,66.82929971162456
H&M,Brown,Hat,40.58021860552772,58.674365434753106
Zara,Pink,Boots,117.4843564133454,157.85590239981494
H&M,Orange,Gloves,45.4301468716322,184.51894434573597
Gucci,Green,Sweater,50.11729064782413,153.46960050128638
Calvin Klein,Green,T-Shirt,46.541770224166136,138.74473058601103
Reebok,Black,Shoes,105.65668808451446,133.02159241259702
Calvin Klein,White,Sandals,136.43899795239173,176.3288510049634
Puma,Purple,Bra,31.336049176021113,150.07782188272517
Armani,Yellow,Jewelry,130.2655440806823,160.61530883297104
Under Armour,Pink,Bra,24.987167121131634,131.78007355954676
H&M,Brown,Shorts,34.908554788414136,80.80287116953023
H&M,Blue,Sweater,69.69479220340668,157.21604955299864
Adidas,Blue,Slippers,142.43744960260233,173.0243759689107
Zara,Red,Slippers,138.69687941024011,188.97695502484459
Lacoste,Pink,Underwear,38.025821520289824,166.59655268625164
Under Armour,White,Scarf,36.3773987086913,115.77644904567512
Under Armour,Pink,Jeans,33.7155552074406,107.31743236364983
Chanel,Yellow,Sandals,147.22279873702925,185.93784163324852
Tommy Hilfiger,Blue,T-Shirt,24.652621992214783,194.03832462309006
Calvin Klein,White,Bra,34.51016788913553,85.60384521245561
Prada,Purple,Bra,34.482135814173574,181.16850990344494
Prada,Brown,Skirt,33.47224818498567,187.96705873945655
Adidas,Green,Shorts,52.613379637944405,170.92235141193572
Armani,Black,Gloves,25.027907649054598,108.32954555347334
Levis,Green,Polo Shirt,33.5633420731792,145.31475320965455
Calvin Klein,Purple,Dress,122.37418394586611,158.1702714737026
Gucci,Brown,Hat,18.387415687191528,24.229362309388144
Louis Vuitton,Purple,Polo Shirt,41.63697959603407,57.033830560542924
H&M,Brown,Hat,10.001763764072837,107.19783946764792
Levis,White,Polo Shirt,62.84361408530054,132.0793014438705
Armani,Black,Jeans,67.31824836081351,104.62194664034398
Gucci,Green,Hat,31.992371510643494,186.60633600466275
Puma,Yellow,Polo Shirt,26.5764124302246,33.856113061546964
Versace,Yellow,Hoodie,41.30034108287264,106.51642668664306
Under Armour,Blue,Shoes,141.53545851927618,184.22527262284996
Armani,Blue,Jewelry,138.18526668623173,183.66174570962158
Hermes,Pink,Shorts,11.238316726860972,192.22508637426102
Prada,Yellow,Bra,15.34247226299923,130.15989314844046
Gucci,Red,Sweater,77.75773758289984,117.23989651336184
Prada,Pink,Underwear,36.142962652380945,158.07909515062263
Nike,White,Bra,14.296738838849063,62.558564359061194
Ralph Lauren,Yellow,Bra,27.70325096287862,49.18422333821927
Versace,Purple,Sandals,117.80690750942325,158.65131317927302
Hermes,Green,Jeans,53.20472120048494,70.78087181072341
Armani,Pink,Shorts,22.666081200894713,185.88634051194362
Chanel,Green,Skirt,14.201795769831062,158.67259484275888
Gucci,Purple,Slippers,124.33771317382494,182.085127073019
Lacoste,White,Skirt,26.9764015069762,157.13027327026558
Gucci,Yellow,Sweater,52.715102371059245,71.38033618161597
Armani,Black,Boots,111.96838910888144,187.54492889835785
Reebok,Pink,Socks,15.317909129096687,175.46115081383206
Levis,Green,Skirt,25.7070568055374,94.93261322215078
Louis Vuitton,Pink,Polo Shirt,58.51711552039998,115.2077453948195
Reebok,Orange,Bra,42.58043497774233,196.19043841694247
Under Armour,Yellow,Hat,48.05960326185476,187.16951488771392
Reebok,White,Shoes,131.76456489854235,176.83133344313418
H&M,Yellow,Shorts,16.718025424560665,147.44908997864823
Ralph Lauren,Purple,Shoes,127.33123257084817,191.7468798154335
Chanel,Pink,Gloves,22.59102171517307,71.39210831779708
Versace,Orange,Sweater,50.96773300506306,162.5645654314401
Nike,Purple,Bra,46.83407141177326,110.83021356411686
Gucci,White,Underwear,46.61656776484446,141.2296551880462
Armani,Brown,Jacket,79.40558931446495,173.4209206945774
Under Armour,Brown,T-Shirt,45.94846592235128,185.76802947687648
Chanel,Green,Dress,118.664918931953,193.3795764296458
Puma,Black,Dress,144.05510766247224,187.7118754455757
Gucci,Blue,Boots,119.67444558617693,151.53952239268995
Reebok,Brown,Polo Shirt,26.165378142114424,93.40876303186903
Adidas,Yellow,Hoodie,61.339650905333485,140.61595796832395
Nike,Black,Dress,138.21787357424478,190.96088749619236
Calvin Klein,White,Jacket,54.30640240204589,116.30949510937609
Prada,Green,Socks,35.110370369843615,84.50549127746062
Versace,White,Boots,127.66269603132504,168.6433633313675
Lacoste,Black,Underwear,39.46410367301705,166.1452087100789
Gucci,Black,Sweater,44.4101112890918,150.6846393195797
Adidas,Blue,Scarf,25.825453741352277,59.51568341378434
Versace,Purple,Skirt,33.062395640929026,148.44438641457108
Zara,Yellow,Scarf,29.98525647639444,41.2891321252703
Under Armour,Green,Sandals,146.5766852953237,184.14148378048498
Zara,Yellow,Shorts,19.78816658916025,45.222426056354706
Tommy Hilfiger,Pink,Jeans,24.726734898673705,46.52907154281094
Zara,Yellow,Bra,36.700618993168284,148.86506152980002
Gucci,Yellow,Hoodie,87.16063505806197,161.48150180589423
Prada,Yellow,Polo Shirt,40.90572237928768,88.80035630605354
Zara,Green,Hoodie,88.20798109732226,178.03424281608767
H&M,Blue,Gloves,49.299505023129754,124.90694532274767
Lacoste,Orange,Jacket,69.28881314029024,97.06609124527
H&M,Green,Hoodie,78.7863491578682,108.79687131201037
Versace,Blue,Socks,22.971108407197573,43.3342214789028
Lacoste,Blue,Slippers,123.77964153973899,159.8261955585586
Tommy Hilfiger,Purple,Bra,47.949904112326834,117.14485603529894
Nike,Blue,Jeans,45.356652461464336,198.72358639608112
