brand,color,type,cost,marked_price
Tommy Hilfiger,Orange,Hat,132.02965095861404,169.98468969565812
Dior,Purple,Sweater,531.3892368600341,567.7212244309903
Lacoste,Pink,Gloves,203.93762161841147,200.6500968995389
Chanel,Orange,Jewelry,340.5790899406436,362.7202461497627
Under Armour,Brown,Shorts,76.91902903536547,194.87871367191596
Versace,Brown,Slippers,560.4785298650414,639.5983300782897
Ralph Lauren,Black,Jeans,332.68945334055195,354.31067032803134
Reebok,Yellow,Skirt,153.41045077239536,191.66928640299457
Tommy Hilfiger,Pink,Sweater,128.00471388920215,166.0250755719988
Ralph Lauren,Brown,Boots,179.49710240383834,205.48456409706097
Ralph Lauren,Brown,T-Shirt,247.08676467792873,219.72292392135967
Gucci,Yellow,Jacket,298.63810280761754,276.28968205288857
Adidas,Orange,Dress,170.74295388973604,202.91484839649414
Nike,Orange,Dress,129.61933859744414,163.78401931038192
Tommy Hilfiger,Orange,Jeans,174.4337396434382,207.99455435783196
Levis,Yellow,Bra,155.33824911016825,194.89520770957205
Armani,Orange,Dress,188.829296609097,202.9845908341374
Tommy Hilfiger,Yellow,Jeans,210.88018525008698,218.91509130180322
Burberry,Orange,Polo Shirt,361.59774421164093,293.2728798786338
Chanel,Black,Underwear,184.18212361331487,215.0359912191353
Nike,Pink,Hat,63.71287348390562,151.4316771657359
Gucci,Pink,T-Shirt,268.4769373636751,256.92971478331526
Puma,Yellow,Socks,80.35166599326871,171.55267708253575
Levis,Purple,Skirt,233.69670322177504,247.95564745484947
Reebok,Black,Shoes,195.37156483628934,208.04598488562613
Calvin Klein,Yellow,Boots,309.03778177722353,246.7564001295109
Lacoste,Brown,Underwear,142.30245927951017,196.40097750010378
Nike,Black,Gloves,41.1975747869731,124.53619847469506
Chanel,Pink,T-Shirt,234.1720810346339,246.0831327956308
Levis,Pink,Underwear,155.15267345648385,189.577627801311
Dior,Red,Gloves,383.2788022871455,202.6562103057824
Prada,Red,Jewelry,138.21694159294708,195.97787855173598
Nike,Brown,Boots,103.707037223104,199.4450541896133
Prada,Purple,Boots,468.5995209248494,394.121900281442
Dior,Green,Boots,423.37619463011606,288.10291326022764
Armani,Yellow,Sandals,203.11731514242751,226.00580728272763
Ralph Lauren,Purple,T-Shirt,171.82456407923303,200.74005451832008
Nike,Red,Jeans,108.18247148572244,183.93946533024103
Tommy Hilfiger,Brown,Skirt,256.786123395059,218.65788765551264
Lacoste,Yellow,Hoodie,291.7379641887132,227.70048619199332
Armani,Purple,Gloves,217.27660790261837,217.0836921015148
Reebok,White,Bra,139.70467084057856,184.43193596725578
Dior,Brown,Bra,282.1309543222959,238.00653641749895
Levis,Red,Jacket,170.1595384616307,202.39378678233786
Prada,White,Jeans,234.1506583680441,238.29772288621623
Burberry,Blue,Slippers,226.76943163591625,208.38611014024275
Under Armour,Brown,Sweater,103.00007623808403,157.33845231731755
Dior,Purple,Dress,594.3166731574852,618.6296630489454
Adidas,Red,Hoodie,109.26168077292311,178.47817760549736
Nike,Green,Shoes,198.08107271231566,231.25400084667268
Gucci,White,Shorts,309.0128045791982,234.3148372788176
Zara,Black,Bra,17.9650512970536,115.21239970560836
Zara,Green,Jeans,57.656599684301824,171.5185220826925
Burberry,Pink,Hoodie,313.3633250293854,222.45667074114593
Nike,Black,Dress,101.29310780045715,140.97284292994465
Levis,Red,Slippers,266.714061800576,280.8723790809904
Lacoste,Purple,Dress,310.1004774529129,266.94895295460435
Calvin Klein,Blue,Sweater,245.9875032937611,241.716672232966
Nike,Blue,Jeans,109.48223853659587,154.85052483798242
Versace,Black,Bra,282.3476372894123,259.81959375857645
Puma,White,Polo Shirt,131.1502454602903,173.34752942370088
H&M,Pink,Dress,49.968221952590895,124.42469694985007
Prada,Purple,Shorts,339.0480272573252,360.52090379667294
Ralph Lauren,Yellow,Hat,147.46322999920852,188.77963118805644
Prada,Yellow,Jacket,216.6166445007207,211.44525454643912
Under Armour,Brown,Socks,48.66314629169395,157.450492598869
H&M,Orange,Socks,14.122919526075217,85.03686311102338
Adidas,Blue,Shoes,71.51425813828297,182.52454293464018
Zara,Black,Underwear,17.363003623941637,176.89526439850377
Gucci,Brown,Shoes,381.119038260754,315.772848773041
Ralph Lauren,Purple,Sweater,129.18026707724002,194.87660503338284
Gucci,Orange,Socks,133.1902989933147,171.68022077866527
Adidas,Black,Jacket,57.16598225043232,187.46391058772628
Nike,Brown,Gloves,63.46797597241907,84.28775202558741
Levis,White,Slippers,206.00559056728878,228.01734993933712
Adidas,White,Polo Shirt,69.90325416133612,89.48526536404412
Lacoste,Red,Jacket,256.9338050780789,248.07626397893347
Adidas,Blue,Boots,215.9189409867659,206.4650327869863
Burberry,Purple,Scarf,395.1403730752853,244.27419623966566
Levis,Yellow,Jewelry,92.41268219705846,140.32975887400804
Chanel,Black,Jeans,532.2120142708261,486.2635522930992
Nike,Pink,Bra,25.28474570514345,54.50574764464619
Armani,Black,Polo Shirt,455.5804218578414,279.88443537101705
Burberry,Red,Skirt,538.4650246918291,317.14102972957784
Reebok,Black,Scarf,153.99772425851478,190.9959011851827
Tommy Hilfiger,Purple,Shoes,379.14801731730637,226.2115402022897
Chanel,Red,Polo Shirt,401.2507690974602,313.23133328325616
Reebok,Blue,Shorts,237.56709476704538,227.3829263342728
Under Armour,Pink,Jacket,105.5169271986079,174.7872027746239
Dior,Orange,Hoodie,474.8432177940114,493.7045760408976
Armani,Black,Dress,364.11036230198766,402.62394782435257
Levis,Pink,Skirt,109.72296171589903,153.3436362970715
Nike,Pink,Sweater,87.35413760980421,108.61949565959095
Zara,Brown,Gloves,19.90660222195323,145.71950313359056
Armani,Green,Dress,433.1320769365142,257.2243298557779
Calvin Klein,Blue,Slippers,552.2783538061424,553.2725371806819
Puma,Black,Socks,76.52762698064475,115.57300167182959
Prada,Purple,Shorts,399.9053672358974,462.1873137950109
Versace,Blue,Jewelry,156.16960019388858,199.71325131999274
Chanel,Purple,Jacket,418.6331452520861,328.40676378975337
Armani,Purple,Shoes,643.8233173418287,460.5301386837799
Reebok,Purple,Socks,135.0131044731218,194.7350508519258
Nike,Black,Gloves,21.27119277929272,104.28856780332106
Gucci,Blue,Bra,244.28275276688282,288.3919845094741
Armani,Red,Dress,530.7725945434994,469.7601511339631
Gucci,Red,Jacket,150.56038401554252,190.2956208716159
Lacoste,Brown,Polo Shirt,286.7407281850764,214.58403404014598
Calvin Klein,Pink,Scarf,155.9329103937524,194.75816245251767
H&M,Black,Hat,20.381228015792416,150.2805378588793
Nike,Yellow,Shorts,95.388063264057,161.7636620712239
Prada,Pink,Jacket,298.55600321738336,335.48385589279087
Calvin Klein,Purple,Dress,418.58227231666297,436.66661798810964
Nike,Blue,Jacket,99.33594713908678,144.92284326562356
Zara,Yellow,Sandals,128.5543455544995,166.22376398588824
Nike,Yellow,Sweater,91.99356885132701,167.22243821209167
H&M,Brown,Shorts,42.47920663812253,180.77022676464856
Nike,Orange,Underwear,33.417237885871415,131.69005538707884
Puma,Green,Shoes,223.82593010124168,229.95360031206064
Tommy Hilfiger,White,T-Shirt,90.98348435161306,127.82428764615423
