brand,color,type,cost,marked_price
Versace,Green,Hat,31.469011881897238,191.17233282227534
Levis,Black,Underwear,14.666858593180706,143.15271417747175
Nike,Brown,Hat,40.22223235952339,70.723218827836
Levis,Brown,Hat,45.269697219025275,193.0755555961998
Hermes,Red,T-Shirt,12.82682807975986,123.43181917873486
Louis Vuitton,Pink,Slippers,113.41306411783435,169.7131325097439
Levis,Brown,Scarf,48.38182361157897,187.53091780642308
Levis,Black,Gloves,35.50264692433474,89.16080948546244
Armani,Purple,Polo Shirt,63.598860479034485,128.17139203186676
Ralph Lauren,White,Scarf,35.44883763378617,189.33233989835264
Armani,White,Jeans,67.1711593329525,132.3853271620559
Gucci,Black,Polo Shirt,63.292241187261574,134.94575484332682
Prada,White,Jeans,64.15549099113517,175.4533939142755
Under Armour,Red,Skirt,20.603019844806685,92.51894186925327
Puma,Pink,Polo Shirt,28.0977600501717,179.99736490995727
Nike,Black,Polo Shirt,48.07089840431205,123.14855185921435
Tommy Hilfiger,Black,Scarf,12.992702464805955,199.13703109647147
Levis,Blue,Boots,119.2285422120499,178.36052928702497
Puma,Blue,Jeans,31.053441075602237,60.323718697988646
Puma,Yellow,Dress,112.22109123438442,139.38505281322463
Armani,Pink,Hat,29.20852556776073,190.0024467289427
Louis Vuitton,Pink,Underwear,35.35133881048006,43.53238460836864
Puma,White,Shorts,16.498450783625326,38.89284898284828
Versace,Pink,Jeans,32.23792589961114,58.25601831152385
Louis Vuitton,Blue,Sandals,107.76071531926947,173.3521176286904
Puma,White,Underwear,24.17627230797056,108.47570761194054
Hermes,Yellow,Hoodie,87.94146269877945,184.261823655593
Zara,Green,Sweater,67.04510235551331,137.35088633687712
H&M,Red,Shorts,58.24275797854304,121.59839115482885
Tommy Hilfiger,Red,Polo Shirt,53.23720487120018,193.67270345344338
Adidas,White,Socks,36.200852789957125,52.634376400789854
Lacoste,Red,Hat,40.61664011978784,119.67356386941225
H&M,White,Underwear,25.965056407448426,48.07657989311315
Gucci,White,Gloves,41.55079771918897,155.38753461856362
Levis,Blue,Hoodie,62.192953476404604,90.29685898875054
Calvin Klein,Green,Socks,29.727584386317236,195.39992055910682
Armani,White,Hoodie,74.6303183894221,100.06813211218552
Puma,Pink,Slippers,108.1430691182597,138.68146414413965
H&M,Blue,Sweater,54.935121036988185,147.32680996007167
Puma,Blue,T-Shirt,13.678364437273466,161.0664989811997
Armani,Yellow,Dress,140.63529824695942,179.9136781319918
Puma,Black,Underwear,30.97872736033373,153.0902655510199
Zara,Blue,T-Shirt,25.293434046103094,130.54504172903572
Versace,Orange,Bra,47.662856453399314,141.78598805170267
Nike,Black,Sweater,62.14611247870031,129.6488229458884
Reebok,Green,Boots,147.68903173041053,180.08520104324097
Calvin Klein,Yellow,Boots,130.6476405361501,189.35629334014573
Adidas,Yellow,Jewelry,122.74279255610494,179.7759891803644
Levis,Pink,Sandals,109.83899275896218,197.96353862975047
Lacoste,Green,Socks,39.62601279993731,89.88988540998139
Gucci,Purple,Shorts,44.40784372193871,159.79020094794453
Versace,Pink,Hoodie,64.54481085098604,180.45057096456563
Reebok,Blue,Jeans,44.58697100858608,151.77368067082284
Armani,Brown,Shoes,139.75277853736065,175.96598705100112
Ralph Lauren,Orange,Sandals,135.9393412206469,179.4448223533702
Prada,Pink,Boots,143.06769111803607,190.1556828371137
H&M,Pink,Gloves,13.191405882959106,55.49350860325019
Lacoste,Red,Hoodie,79.7375309108375,123.19861363244966
Louis Vuitton,Orange,Scarf,18.4955561037315,131.1939941920699
Calvin Klein,Yellow,Hoodie,59.08828284293766,142.4897482358113
Nike,Orange,Polo Shirt,22.835555917204868,169.73424203933192
Under Armour,Black,Jewelry,119.38408900666352,199.87568467512642
Prada,Orange,Scarf,46.49572892273493,96.9114216703117
Levis,Yellow,Scarf,49.02497466428223,142.60687459123258
Levis,Pink,Dress,135.21700268274697,172.2782620818439
Armani,Black,Jewelry,120.7631050099556,153.62390265294812
Louis Vuitton,Orange,Shoes,100.83411699620038,178.88114424043744
Ralph Lauren,White,Underwear,28.45901133890262,98.69357651546531
Hermes,Pink,Underwear,30.27671386628134,176.86457029536604
Hermes,Purple,Slippers,140.8722523466893,192.57405878642945
Chanel,Red,Boots,104.26301294994131,175.6748267296153
Adidas,Blue,Underwear,41.4492314740812,69.08479446729935
Adidas,Black,Slippers,133.38430885141187,177.59658001506722
Nike,Brown,Jewelry,137.56954133660457,179.3907034058372
Armani,Brown,Gloves,19.389769839627213,118.44863716989016
Versace,White,Bra,25.756753500788534,169.02988876408125
Prada,Orange,Hat,43.80933013666376,179.9358029615413
Prada,Purple,Shoes,148.30047172571048,187.40338378615792
Ralph Lauren,Red,Shoes,104.58468837029197,171.33475819680086
Nike,Orange,Sandals,144.39504005525845,199.25881286001191
Adidas,Yellow,Hoodie,63.959151450104926,126.5622117251446
Ralph Lauren,Green,Underwear,20.201232623191107,150.8653873335106
Ralph Lauren,Red,Jacket,81.39779574794156,117.27923307646799
Hermes,White,Jewelry,100.36363558305396,187.42927131371437
Hermes,Pink,Scarf,38.01651297701313,123.2880936307696
Tommy Hilfiger,Blue,Hat,44.444047080447234,196.99483120653667
Puma,Purple,Jacket,84.79579749327337,154.69111708580525
Armani,White,Shoes,130.42922816687957,183.85847453135327
Hermes,Blue,Jeans,45.87891283166006,77.64240410058842
Tommy Hilfiger,Pink,Jewelry,104.10082607931568,129.8673448961954
Armani,Green,Jewelry,130.56054786544345,179.2529472842573
Prada,Black,Jacket,91.53517776640743,178.80224632674782
